Sentence #,Word,Tag
,25kaic,Other
,cb,Voltage Maximum
Sentence: 7011,200,Height
,400,Width
,150,Depth
Sentence: 7012,3p,Number of Poles
,150a,Amps
,600v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 7013,sftwr,Other
Sentence: 7014,power,Type
,cable,Other
Sentence: 7015,50hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 7016,4-cdr,Conductor Count
,8awg,Other
,cbl,Type
Sentence: 7017,single,Other
,rcpt,Other
,cover,Other
,plate,Other
Sentence: 7018,flr,Fixture Type
,fix,Other
Sentence: 7019,ssw,Type
,knob,Other
Sentence: 7020,600,Voltage
,ac,Type
,coil,Other
Sentence: 7021,3p,Phase
,480v,Coil Voltage
,str,Type
Sentence: 7022,1/2,Trade Size
,steel,Material
,conbdy,Other
,cvr,Other
Sentence: 7023,24v,Coil Voltage
,n4,Other
,str,Type
Sentence: 7024,3000rpm,Speed Rating
,mtr,Type
Sentence: 7025,3.5-5.0a,Other
,240v,Other
,man,Other
,str,Other
Sentence: 7026,120v,Coil Voltage
,n12,Coil Voltage
,str,Overload Relay
Sentence: 7027,8.3kv,Voltage
,200a,Amps
,fus,Type
Sentence: 7028,200a,Amps
,mtr,Type
,skt,Type
Sentence: 7029,22kw,Other
,cnctr,Type
Sentence: 7030,8a,Amps
,600v,Voltage
,td,Other
,fuse,Other
Sentence: 7031,#6,Other
,cop,Material
,grounding,Other
,strap,Other
Sentence: 7032,3p,Number of Poles
,400a,Amps
,cb,Voltage Maximum
Sentence: 7033,cooling,Other
,filter,Type
,fan,Type
Sentence: 7034,multi-pole,Other
,relay,Type
Sentence: 7035,3g,Other
,stn-stl,Material
,toggle,Other
,sw,Other
Sentence: 7036,3000rpm,Speed Rating
,mtr,Type
Sentence: 7037,15hp,3 Phase Drive Horsepower Rating
,ac,Other
,drv,Type
Sentence: 7038,2g,Other
,vapor,Type
,barrier,Type
,box,Type
Sentence: 7039,277v,Other
,vtg,Type
,marker-card18,Type
Sentence: 7040,pn,Other
,j-box/angle,Other
Sentence: 7041,6000a,Amps
,td,Other
,fuse,Other
Sentence: 7042,yel,Color
,rubber,Other
,boot,Type
Sentence: 7043,22-18,Other
,awg8,Other
,fork,Other
,term,Other
Sentence: 7044,rduv,Type
,str,Type
Sentence: 7045,30a,Amps
,277v,Voltage
,inl/hdl,Other
Sentence: 7046,4-prt,Other
,wht,Color
,faceplate,Type
Sentence: 7047,sen,Type
,lens,Type
,attachment,Type
Sentence: 7048,dsn30,Other
,receptacle,Other
Sentence: 7049,3/4,Other
,z,Type
,purlin,Type
,clip,Type
Sentence: 7050,stud,Other
,fastener,Material
Sentence: 7051,3p,Other
,80a,Other
,cnctr,Type
Sentence: 7052,liftoff,Other
,hinge,Depth
,jic,Other
,box,Other
Sentence: 7053,7mm,Other
,drive,Type
,socket,Type
Sentence: 7054,60a,Other
,240v,Other
,sfty,Other
,sw,Other
Sentence: 7055,50a,Other
,125/250v,Other
,sb,Color
,recpt,Type
Sentence: 7056,cat6a,Category
,ptchcrd,Assembly Type
Sentence: 7057,50mm,Other
,prx,Type
,sen,Other
Sentence: 7058,4ft,Length
,power,Type
,cord,Type
Sentence: 7059,5-1/2,Other
,sltd,Other
,str,Other
,scr,Type
Sentence: 7060,10-3/4,Other
,screwdriver,Type
Sentence: 7061,power,Type
,distribution,Type
,center,Other
Sentence: 7062,steel,Material
,utility,Other
Sentence: 7063,cab,Other
,mounting,Type
,rail,Type
Sentence: 7064,1hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 7065,60f,Other
,mm,Other
,lt,Other
,ofnr,Application
,cbl,Other
Sentence: 7066,3-in,Size
,clamp,Installation
,entr,Type
,cap,Installation
Sentence: 7067,6.5in,Size
,mount,Other
,bracket,Type
Sentence: 7068,1-in,Other
,.750-.875,Other
,conn,Type
Sentence: 7069,18.3m,Length
,cable,Other
Sentence: 7070,indicator,Type
,lt,Type
Sentence: 7071,120v,Coil Voltage
,starter,Type
Sentence: 7072,power,Type
,cbl,Other
Sentence: 7073,1500rpm,Speed Rating
,mtr,Type
Sentence: 7074,3p,Number of Poles
,500a,Amps
,cb,Voltage Maximum
Sentence: 7075,1-in,Trade Size
,o-ring,Type
,assembly,Other
Sentence: 7076,4p,Number of Poles
,150a,Amps
,cb,Voltage Maximum
Sentence: 7077,stl,Material
,blk,Color
,net,Type
,sw,Material
,cab,Type
Sentence: 7078,2in,Trade Size
,zinc,Material
,die,Material
,cast,Material
,locknut,Type
Sentence: 7079,200a,Other
,mskt,Other
Sentence: 7080,1in,Length
,nipple,Type
Sentence: 7081,3ph,Phase
,c-str,Other
Sentence: 7082,18,Other
,3/8,Drive
,6pnt,Point
,flex,Other
,skt,Type
Sentence: 7083,fvnr,Other
,comb,Other
,sz3,Phase
,n1,Coil Voltage
Sentence: 7084,24,Height
,18,Width
,12,Depth
,pull,Type
,box,Type
Sentence: 7085,4p,Number of Poles
,600a,Amps
,cb,Voltage Maximum
Sentence: 7086,prx,Type
,sensor,Type
Sentence: 7087,sortie,Type
,sign,Type
Sentence: 7088,2,Trade Size
,stamp,Material
,cond,Other
,body,Other
,cvr,Other
Sentence: 7089,115v,Other
,bell,Product Type
,signal,Type
Sentence: 7090,200a,Other
,type2,Other
,fem,Other
,conn,Type
Sentence: 7091,1/4,Drive Size
,wrench,Type
Sentence: 7092,lo-vtg,Other
,opn,Other
,pwr,Type
,tfmr,Type
Sentence: 7093,15hp,3 Phase Drive Horsepower Rating
,ac,Other
,drv,Type
Sentence: 7094,nm4x,NEMA
,hc,Other
,encl,Type
Sentence: 7095,480v,Other
,rcp,Number of Poles
Sentence: 7096,mtr,Type
Sentence: 7097,deluxe,Other
,cord,Type
,grip,Type
,male,Other
Sentence: 7098,3000rpm,Speed Rating
,mtr,Type
Sentence: 7099,208v,Other
,rcp,Number of Poles
Sentence: 7100,1.57,Width
,984,Length
,prtr,Other
,rib,Type
Sentence: 7101,250,Other
,kcm,Other
,cu,Conductor Type
,pin,Other
,conn,Conductor Type
Sentence: 7102,wp,Other
,conn,Other
,kit,Other
Sentence: 7103,3p,Number of Poles
,100a,Amps
,cb,Voltage Maximum
Sentence: 7104,30kva,Phase
,tfm,Other
Sentence: 7105,10-24,Other
,nyl,Material
,ins,Material
,lk,Other
,nt,Material
Sentence: 7106,22.5mm,Other
,plate,Type
Sentence: 7107,pf4,Number of Poles
,inlet,Other
Sentence: 7108,wrench,Type
Sentence: 7109,700hp,3 Phase Drive Horsepower Rating
,chassis,Other
Sentence: 7110,ext,Other
,mom,Other
,yel,Other
,mush,Other
Sentence: 7111,7/64,Size
,t,Type
,hndl,Type
,hex,Type
,key,Type
Sentence: 7112,2000va,Other
,mcr,Other
,pwr,Other
,cond,Other
Sentence: 7113,600v,Other
,rcp,Number of Poles
Sentence: 7114,al,Material
,6,Other
,hor,Type
,90d,Other
,bend,Type
Sentence: 7115,1/4,Size
,acorn,Material
,nut,Other
,100/bx,Other
Sentence: 7116,scrw,Type
,extrctr,Type
,5/16,Other
,drll,Other
Sentence: 7117,wr&cbl,Other
,mkr,Type
Sentence: 7118,furnace,Type
,heat,Type
,sequencer,Type
Sentence: 7119,3p,Other
,25a,Other
,cnctr,Other
Sentence: 7120,40hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 7121,socket,Type
Sentence: 7122,split-mesh,Other
,sup-grip,Type
Sentence: 7123,3000rpm,Speed Rating
,mtr,Type
Sentence: 7124,stacklt,Type
,assy,Other
Sentence: 7125,150a,Other
,rcp,Number of Poles
Sentence: 7126,1-1/2,Other
,trmntr,Other
,ftg,Other
Sentence: 7127,5/8,Other
,1.22long,Length
,hex,Other
,bit,Other
Sentence: 7128,emi/rfi,Other
,choke,Other
Sentence: 7129,galv,Type
,scr,Other
,cvr,Other
,box,Type
Sentence: 7130,1hp,Other
,1150rpm,Other
,motor,Type
Sentence: 7131,2000rpm,Speed Rating
,mtr,Type
Sentence: 7132,2p,Number of Poles
,50a,Amps
,120/240v,Voltage Maximum
,cb,Other
Sentence: 7133,16in,Other
,bar,Other
,hgr,Other
,w/groove,Other
Sentence: 7134,1/2in,Trade Size
,non-metallic,Other
,tubing,Other
Sentence: 7135,208v,Other
,rcp,Number of Poles
Sentence: 7136,drive,Type
,panel,Other
Sentence: 7137,120v,Voltage
,blu,Color
,ind,Type
,light,Type
Sentence: 7138,12in,Length
,pipe,Type
,wrench,Type
Sentence: 7139,1-1/4,Diameter
,36,Length
,sds,Other
,bit,Other
Sentence: 7140,ko,Other
,chnl,Other
Sentence: 7141,65a,Other
,iec,Other
,str,Type
Sentence: 7142,400a,Amps
,600v,Voltage
,td,Other
,fuse,Other
Sentence: 7143,con,Type
,piece,Other
Sentence: 7144,1/2,Other
,8,Other
,anc,Type
,rod,Type
Sentence: 7145,disc,Type
,encl,Type
,pkg,Type
Sentence: 7146,60hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 7147,3ph,Phase
,c-str,Other
Sentence: 7148,limit,Other
,switch,Other
Sentence: 7149,panelboard,Other
,box,Other
Sentence: 7150,3p,Number of Poles
,400a,Amps
,cb,Other
Sentence: 7151,400v,Other
,load,Overload Relay
,fdr,Other
Sentence: 7152,sz-2,Other
,starter,Type
Sentence: 7153,30.5mm,Size
,indg,Type
,light,Type
Sentence: 7154,3/4,Trade Size
,90d,Other
,l/t,Other
,conn,Type
Sentence: 7155,grinding,Type
,wheel,Type
Sentence: 7156,600rpm,Other
,mtr,Type
Sentence: 7157,2dr,Other
,4x,NEMA
,ss,Material
,encl,Type
Sentence: 7158,3p,Number of Poles
,250a,Amps
,cb,Voltage Maximum
Sentence: 7159,1/2,Other
,label,Other
Sentence: 7160,5hp,Other
,ac,Other
,drv,Type
Sentence: 7161,1/4-20,Other
,1,Length
,brs,Other
,m/s,Other
Sentence: 7162,rnwy,Application
,trmntn,Other
,kit,Type
Sentence: 7163,3p,Number of Poles
,225a,Amps
,cb,Voltage Maximum
Sentence: 7164,die,Type
,2.00,Other
Sentence: 7165,3p,Other
,200a,Other
,sfty,Other
,sw,Other
Sentence: 7166,aerosol,Other
,vr,Color
,lt,Other
,grey,Color
Sentence: 7167,sz2,Size
,1/2n1,Size
,fvnr,Other
,str,Overload Relay
Sentence: 7168,display,Other
Sentence: 7169,dplx,Type
,rcpt-nema5-20r,NEMA
Sentence: 7170,15hp,3 Phase Drive Horsepower Rating
,ac,Other
,drv,Type
Sentence: 7171,1g,Other
,2.15,Other
,430ss,Material
,wlplt,Other
Sentence: 7172,1.5hp,Other
,drv,Type
Sentence: 7173,brz,Material
,split,Type
,bolt,Type
,conn,Type
Sentence: 7174,575v,Other
,sft,Other
,str,Other
Sentence: 7175,800a,Other
,cb,Type
,conctg,Other
,stud,Type
Sentence: 7176,3/4,Trade Size
,grnd,Material
,locknut,Other
Sentence: 7177,60v,Other
,led,Other
,lamp,Type
Sentence: 7178,3p,Number of Poles
,250a,Other
,cb,Voltage Maximum
Sentence: 7179,480v,Coil Voltage
,str,Type
Sentence: 7180,1-1/4-2brs,Other
,grdclamp,Connector Type
Sentence: 7181,5ft,Other
,flex,Other
,shaft,Other
Sentence: 7182,man,Type
,mtr,Type
,ctrlr,Type
Sentence: 7183,4-6.3a,Phase
,ctrlr,Type
Sentence: 7184,20m,Length
,pwr,Type
,cbl,Other
Sentence: 7185,3/0awg,Other
,split,Installation
,boltconn,Installation
Sentence: 7186,flr,Type
,moulding,Other
,p/ft,Other
Sentence: 7187,duplex,Other
,ptchcrd,Type
Sentence: 7188,3/8dr,Drive
,12pt,Point
,10mm,Other
,skt,Socket Depth
Sentence: 7189,6g,Other
,gfci,Other
,plt,Other
Sentence: 7190,25a,Other
,d-purp,Other
,str,Other
Sentence: 7191,hd,Other
,instrument,Other
,encl,Type
Sentence: 7192,2000rpm,Speed Rating
,mtr,Type
Sentence: 7193,3/4dr,Drive
,11/16,Point
,6pt,Point
,imp,Type
,skt,Socket Depth
Sentence: 7194,1/2dr,Drive
,15/16,Point
,6pt,Point
,skt,Type
Sentence: 7195,fs,Other
,nema,Other
,fvnr,Other
,encl1,Phase
,1,Other
Sentence: 7196,30.5mm,Size
,ssw,Type
Sentence: 7197,lo-vtg,Other
,opn,Other
,pwr,Type
,tfmr,Type
Sentence: 7198,grn,Color
,led,Lamp Type
,ind,Type
,lt,Other
Sentence: 7199,300,Other
,150,Other
,enc,Type
,rigid,Type
Sentence: 7200,contact,Other
,block,Type
,1,Other
,n.o.,Other
Sentence: 7201,sol,Other
,no,Other
,legend:,Legend - Number
,110,Legend - Number
Sentence: 7202,mskt,Type
,hub,Other
Sentence: 7203,20-14,Other
,ringlug,Other
Sentence: 7204,pb&indg,Other
,light,Type
,oper,Other
Sentence: 7205,3/4,Trade Size
,al,Other
,female,Other
,union,Type
Sentence: 7206,3.74,Depth
,1.38,Height
,enc,Type
Sentence: 7207,1/4drv,Drive
,12pt,Point
,skt,Other
,set,Type
Sentence: 7208,drillers,Type
,dust,Application
,bowl,Type
Sentence: 7209,mnt,Other
,data,Other
,rack,Type
Sentence: 7210,pb,Type
,holder,Type
Sentence: 7211,80mm,Other
,fltr,Type
,fan,Type
,kt,Type
Sentence: 7212,3hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 7213,rcp,Connector Type
,interior,Connector Type
Sentence: 7214,16/strd,Other
,hkup,Type
,wire,Type
Sentence: 7215,wire,Type
,marker,Other
,10pk,Other
Sentence: 7216,12mb,Other
,bus,Application
,term,Other
Sentence: 7217,kes,Other
,rating,Type
,plugs,Type
Sentence: 7218,3/4,Other
,al,Application
,lb,Other
,cond,Application
,body,Type
Sentence: 7219,13,Other
,1/2,Drive
,6pnt,Point
,ds,Socket Depth
Sentence: 7220,cable,Material
,tray,Other
,waterfall,Type
Sentence: 7221,night,Type
,light,Type
,full,Other
Sentence: 7222,75hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 7223,0.5-0.62in,Other
,grip,Type
Sentence: 7224,4p,Other
,200a,Other
,cnctr,Other
Sentence: 7225,wall,Material
,box,Other
Sentence: 7226,3p,Number of Poles
,400a,Amps
,cb,Voltage Maximum
Sentence: 7227,pressure,Type
,relief,Type
,valve,Type
Sentence: 7228,double,Other
,end,Other
,wrench,Type
,set,Type
Sentence: 7229,4a,Amps
,300v,Voltage
,pvc,Cable Type
,cbl,Other
,asy,Other
Sentence: 7230,12pt,Other
,30mm,Drive Size
,pol,Material
,wrn,Type
Sentence: 7231,connecting,Application
,cable,Cable Type
Sentence: 7232,2000rpm,Speed Rating
,mtr,Type
Sentence: 7233,bs,Other
,m3,Other
,5,Other
,fixing,Type
,scr,Type
Sentence: 7234,surveillance,Type
,system,Type
Sentence: 7235,59.62,Other
,35,Other
,62,Other
,3r,Other
,panel,Other
Sentence: 7236,4p,Number of Poles
,400a,Amps
,cb,Voltage Maximum
Sentence: 7237,1500rpm,Speed Rating
,mtr,Type
Sentence: 7238,4g,Other
,3-1/2d,Other
,masonry,Type
,box,Type
Sentence: 7239,1-1/4in,Other
,cond,Application
,body,Type
Sentence: 7240,15a,Other
,120/277v,Other
,2sp,Other
,sw,Other
Sentence: 7241,120v,Coil Voltage
,cnctr,Type
Sentence: 7242,n/p-fr,Other
,hdl,Type
,blocking,Type
,dev,Type
Sentence: 7243,precision,Other
,l-sw,Other
Sentence: 7244,2p,Number of Poles
,110a,Amps
,600v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 7245,3ph,Phase
,c-str,Other
Sentence: 7246,sliding,Other
,fiber,Type
,panel,Type
Sentence: 7247,building,Cable Type
,wire,Cable Type
Sentence: 7248,wht,Color
,plug-in,Other
,conn,Other
Sentence: 7249,ethernet,Other
,connector,Other
Sentence: 7250,400a,Other
,cb,Other
,mod,Other
Sentence: 7251,120v,Coil Voltage
,c-str,Overload Relay
Sentence: 7252,1/2,Size
,hex,Type
,nut,Type
Sentence: 7253,screwdriving,Other
,bit,Type
Sentence: 7254,4in,Size
,end,Other
,blank,Other
Sentence: 7255,85w,Watts
,pend,Other
,indctn,Fixture Type
,fx,Other
Sentence: 7256,transfer,Type
,label,Type
Sentence: 7257,nema1,Other
,scr,Other
,cvr,Other
,box,Type
Sentence: 7258,1-1/2,Trade Size
,alum,Material
,cond,Type
,seal,Type
Sentence: 7259,250va,Other
,control,Other
,tfmr,Type
Sentence: 7260,200a,Other
,1000v,Other
,sfty,Other
,sw,Other
Sentence: 7261,2pos,Other
,select,Type
,sw,Type
Sentence: 7262,32-40a,Phase
,ctrlr,Type
Sentence: 7263,n12,Other
,comb,Other
,starter,Other
Sentence: 7264,1-1/4,Trade Size
,l/t,Other
,str,Other
,flex,Other
,conn,Other
Sentence: 7265,lkg,Other
,conn-4p4w30a600v,Other
Sentence: 7266,150hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 7267,3p,Number of Poles
,150a,Amps
,cb,Other
Sentence: 7268,al,Material
,4,Other
,hrz,Type
,90d,Other
,bend,Type
Sentence: 7269,prttv,Type
,collar,Type
Sentence: 7270,stl,Material
,server,Other
,cabinet,Type
,pkg,Other
Sentence: 7271,3p,Amps
,2w,Other
,30a,Amps
,rcp,Other
Sentence: 7272,380v,Voltage
,yel,Color
,ind,Type
,light,Type
Sentence: 7273,1-1/2,Trade Size
,cord,Type
,grip,Other
Sentence: 7274,signal,Type
,cable,Other
Sentence: 7275,30a,Other
,brkr,Type
,plg,Type
Sentence: 7276,2p,Number of Poles
,225a,Amps
,switch,Type
Sentence: 7277,5hp,3 Phase Drive Horsepower Rating
,n12,Other
,drv,Type
Sentence: 7278,112.5kva,Other
,tfm,Other
Sentence: 7279,flg,Other
,eqpt,Other
,rack,Type
Sentence: 7280,frequency,Other
,inverter,Other
Sentence: 7281,6000rpm,Speed Rating
,mtr,Type
Sentence: 7282,fas,Type
,l,Application
,bracket,Type
Sentence: 7283,str/stp,Other
,pb,Other
Sentence: 7284,14ga,Other
,shear,Type
,kit,Type
Sentence: 7285,2p,Number of Poles
,60a,Other
,240v,Other
,sw,Other
Sentence: 7286,600v,Voltage
,class,Other
,j,Other
,td,Other
,fuse,Other
Sentence: 7287,5/8,Other
,30a,Other
,cable,Type
,bush,Type
Sentence: 7288,75hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 7289,3p,Other
,50a,Other
,str,Type
Sentence: 7290,3ph,Phase
,c-str,Other
Sentence: 7291,8,Size
,2-1/2,Length
,fh,Other
,wood,Type
,scr,Other
Sentence: 7292,50hp,3 Phase Drive Horsepower Rating
,230v,Other
,drv,Type
Sentence: 7293,600v,Voltage
,class,Other
,cc,Other
,fuse,Other
Sentence: 7294,1.5in,Label Width
,slv,Other
Sentence: 7295,power,Type
,cable,Other
Sentence: 7296,female,Other
,receptacle,Other
Sentence: 7297,1000rpm,Other
,mtr,Type
Sentence: 7298,1-in,Trade Size
,fem/male,Installation
,pull,Type
,ell,Material
Sentence: 7299,22.5mm,Size
,plate,Type
Sentence: 7300,10hp,3 Phase Drive Horsepower Rating
,n1,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 7301,65a,Other
,str,Type
Sentence: 7302,collar,Type
,sample,Type
,kt,Type
Sentence: 7303,cmpct,Other
,l-sw,Other
Sentence: 7304,3p,Number of Poles
,110a,Amps
,cb,Voltage Maximum
Sentence: 7305,24v,Coil Voltage
,str,Type
Sentence: 7306,75hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 7307,192mm,Length
,wtr,Other
,pmp,Other
,plr,Type
Sentence: 7308,27kva,Other
,tfm,Other
Sentence: 7309,4in,Trade Size
,bushing,Other
Sentence: 7310,3ph,Other
,208v,Coil Voltage
,cnctr,Type
Sentence: 7311,lt,Other
,fx,Other
Sentence: 7312,ltalm,Other
,1000w/3w,Capacity
,lite,Other
Sentence: 7313,conctg,Other
,module,Other
Sentence: 7314,24/6c,Conductor Count
,shld,Other
,cbl,Type
Sentence: 7315,8,Other
,3-1/8,Other
,3,Other
,base,Other
Sentence: 7316,2p,Other
,30a,Amps
,120/240v,Voltage
,cb,Voltage
Sentence: 7317,rduv,Type
,str,Type
Sentence: 7318,3ph,Phase
,24v,Coil Voltage
,str,Type
Sentence: 7319,3p,Number of Poles
,100a,Amps
,600v,Voltage Maximum
,cb,Voltage Maximum
Sentence: 7320,20a,Other
,gfci,Other
,rcpt,Other
Sentence: 7321,30a,Amps
,sw,Type
,vbii,Other
,window,Type
,kit,Type
Sentence: 7322,letter,Type
,refill,Other
,10pk,Other
Sentence: 7323,wht,Color
,lt,Color
,lens,Type
Sentence: 7324,v7.3,Type
,sftwr,Other
Sentence: 7325,2port,Other
,outlet,Other
Sentence: 7326,3-5/8,Other
,hdg,Other
,vob,Other
Sentence: 7327,3p,Other
,208v,Coil Voltage
,cnctr,Type
Sentence: 7328,112.5kva,Other
,tfm,Other
Sentence: 7329,pb,Other
Sentence: 7330,4p,Number of Poles
,100a,Amps
,cb,Voltage Maximum
Sentence: 7331,36fbr,Other
,aqu,Other
,dist,Type
,cbl,Type
Sentence: 7332,dx30a,Other
,inlet,Other
,cap,Type
Sentence: 7333,22,Other
,180,Length
,electn,Type
,knf,Type
Sentence: 7334,4500rpm,Speed Rating
,mtr,Type
Sentence: 7335,3/8dr,Drive
,13mm,Other
,imp,Type
,skt,Socket Depth
Sentence: 7336,fs,Other
,nema,Other
,fvnr,Other
,encl1-c,Other
Sentence: 7337,4,Other
,3,Other
,al,Other
,red,Other
,bush,Other
Sentence: 7338,3/8dr,Other
,11/32,Other
,6pt,Point
,skt,Type
Sentence: 7339,emer,Type
,lt,Other
,lead-cal,Other
,batt,Other
Sentence: 7340,48m,Length
,cbl,Other
Sentence: 7341,24v,Size
,size-2,Size
,ac,Type
,cnt,Type
Sentence: 7342,480w,Other
,24v,Other
,pwr-sply,Other
Sentence: 7343,6in,Other
,holesaw,Type
Sentence: 7344,45kva,Other
,tfm,Other
Sentence: 7345,6,Size
,36in,Length
,wrng,Other
,trough,Other
Sentence: 7346,15a/125v,Other
,conn,Grade
Sentence: 7347,3pos,Other
,switch,Type
Sentence: 7348,25kva,Other
,tfm,Other
Sentence: 7349,wall,Type
,mount,Type
,rack,Type
Sentence: 7350,3.77kw,Other
,mtr,Type
Sentence: 7351,300ka,Other
,spdev,Type
Sentence: 7352,3/8dr,Drive
,7/8,Other
,6pt,Point
,dp,Socket Depth
,skt,Type
Sentence: 7353,2000rpm,Speed Rating
,mtr,Type
Sentence: 7354,cat6a,Category
,ptchcrd,Assembly Type
Sentence: 7355,1lt,Other
,13w,Watts
,wl,Other
,lnt,Lamp Type
Sentence: 7356,1/4drv,Drive
,6pt,Other
,skt,Other
,set,Type
Sentence: 7357,600v,Other
,2p,Other
,fuse,Other
,holder,Other
Sentence: 7358,1p,Other
,plug-in,Other
,cb,Voltage
Sentence: 7359,3p,Number of Poles
,250a,Other
,cb,Voltage Maximum
Sentence: 7360,1-11/16,Drive Size
,box,Type
,end,Type
,head,Type
Sentence: 7361,120,Voltage
,3p,Other
,blu,Other
,il,Other
,ps/pl,Other
Sentence: 7362,fixture,Other
Sentence: 7363,nma,Other
,l5-30r,Other
,30a-125v,Other
,cn,Other
Sentence: 7364,cnctr,Other
,revg,Other
,kt,Other
Sentence: 7365,3/8dr,Drive
,8mm,Other
,univ,Type
,skt,Socket Depth
Sentence: 7366,bandsaw,Other
,bld,Other
Sentence: 7367,4p,Number of Poles
,250a,Amps
,cb,Voltage Maximum
Sentence: 7368,3p,Number of Poles
,250a,Amps
,cb,Voltage Maximum
,encl,Other
Sentence: 7369,conn-3p4w20a600v,Other
Sentence: 7370,swivel-15000lbs,Other
Sentence: 7371,wedge,Other
,anchor,Type
Sentence: 7372,25kva,Other
,tfm,Other
Sentence: 7373,1g,Other
,rt,Other
,dplx,Other
,rcpt,Other
,cvr,Color
Sentence: 7374,600v,Voltage
,2p,Other
,fuse,Other
,hldr,Other
Sentence: 7375,3p,Phase
,240v,Coil Voltage
,str,Type
Sentence: 7376,3p,Number of Poles
,600a,Amps
,600vac,Amps
,cb,Voltage Maximum
Sentence: 7377,225kva,Other
,tfm,Other
Sentence: 7378,rcpt-3p4w125/250v,Other
Sentence: 7379,30mm,Size
,600v,Voltage
,pb,Type
Sentence: 7380,3p,Phase
,240v,Coil Voltage
,str,Type
Sentence: 7381,2000rpm,Speed Rating
,mtr,Type
Sentence: 7382,labeling,Other
,plt,Material
Sentence: 7383,al,Type
,com,Type
,lug,Other
Sentence: 7384,160ka,Other
,spdev,Type
Sentence: 7385,6ton,Capacity
,2jaw,Other
,puller,Type
Sentence: 7386,2000w,Capacity
,120v,Voltage
,sp,Other
,sld,Other
,dmr,Type
Sentence: 7387,75kva,Other
,tfm,Other
Sentence: 7388,rev,Other
,totalizer,Other
Sentence: 7389,480v,Other
,30hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 7390,200hp,3 Phase Drive Horsepower Rating
,drv,Type
Sentence: 7391,6000rpm,Speed Rating
,mtr,Type
Sentence: 7392,cstm,Other
,mrk,Other
,leg,Other
,plt,Type
Sentence: 7393,1/2,Other
,al,Material
,cond,Application
,body,Type
Sentence: 7394,1ph,Phase
,100va,Phase
,gp,Type
,tfmr,Type
Sentence: 7395,4-in,Trade Size
,thin,Material
,lockout,Type
Sentence: 7396,2000rpm,Speed Rating
,mtr,Type
Sentence: 7397,3p,Other
,6ft,Other
,22,Cable Type
Sentence: 7398,ld-ctr,Other
,cvr,Other
Sentence: 7399,360d,Other
,wet,Other
,loc,Type
,hi,Color
,dns,Type
,lens,Type
Sentence: 7400,230v,Voltage
,heat,Type
,exr,Type
Sentence: 7401,1-11/16,Other
,wrench,Type
Sentence: 7402,wjtp,Other
,strup,Connector Type
Sentence: 7403,105a,Other
,sft,Other
,str,Type
Sentence: 7404,200ka,Other
,spdev,Type
Sentence: 7405,ethernet,Other
,prog,Other
,prt,Other
Sentence: 7406,2000rpm,Other
,mtr,Type
Sentence: 7407,cat6,Category
,ptchcrd,Assembly Type
Sentence: 7408,o/l,Other
,rly,Other
,htr,Other
Sentence: 7409,2-1/2,Other
,ll,Other
,cond,Application
,body,Type
Sentence: 7410,5/8,Drive Size
,box,Type
,end,Type
,head,Type
Sentence: 7411,3ph,Phase
,c-str,Other
Sentence: 7412,rack,Other
,cab,Type
,assembly,Other
Sentence: 7413,400a600v,Amps
,fml,Type
,2scr,Other
,mnt,Other
Sentence: 7414,3p,Other
,cb,Type
,front,Other
,assy,Other
,kit,Other
Sentence: 7415,occupancy,Type
,sensor,Type
Sentence: 7416,3ph,Phase
,240v,Coil Voltage
,str,Type
Sentence: 7417,60a,Other
,inl,Other
Sentence: 7418,7.5hp,3 Phase Drive Horsepower Rating
,drive,Type
Sentence: 7419,clip-sleeve,Other
,10wand,Other
,pk,Other
Sentence: 7420,2-in,Trade Size
,45d,Other
,l/t,Other
,conn,Type
Sentence: 7421,60a3p,Other
,hd,Other
,n5/12,Other
,240v,Other
,sw,Other
Sentence: 7422,400v,Other
,load,Overload Relay
,fdr,Other
Sentence: 7423,10-32,Size
,clip-nuts,Other
,20pk,Other
Sentence: 7424,5.5kw,Other
,cnctr,Type
Sentence: 7425,1.5hp,Other
,drv,Type
Sentence: 7426,200hp,Other
,drive,Type
Sentence: 7427,sfty,Material
,switch,Type
,nema,Other
,12,Other
Sentence: 7428,die,Type
Sentence: 7429,2000a/5a,Other
,curx,Type
Sentence: 7430,3ph,Phase
,c-str,Other
Sentence: 7431,scr,Other
,cvr,Other
,pull,Type
,bx,Type
Sentence: 7432,1p,Other
,600a,Other
,mn,Other
,cb,Voltage
Sentence: 7433,225kva,Other
,tfm,Other
Sentence: 7434,follower,Other
Sentence: 7435,building,Cable Type
,wire,Cable Type
Sentence: 7436,mskt,Other
